Wind,,,,,,,,,,,,,,
Name,China: Blast Furnace Starting Rate (247),China: Blast Furnace Refining Production Capacity Utilization (247),China: Tangshan: Operating Rate of Blast Furnaces,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate: Electric Furnace,China: Capacity Utilization: Electric Stove,China: Estimated Daily Average Output: Steel Products,China: Estimated Daily Average Output: Pig Iron,China: Estimated Daily Average Output: Crude Steel,China: Daily Average Output: Crude Steel,China: Estimated Daily Average Output: Coke,China: Operating Rate: Wire Rod: Major Steel Mills,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate of Blast Furnaces (163 Steel Mills)
Frequency,Week,Week,Week,Week,Week,Week,Every Day,Every Day,Every Day,Week,Every Day,Week,Week,Week
Unit,%,%,%,%,%,%,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,%,%,%
ID,C1925068,O2244511,S5711217,S5713303,S5715650,S5715660,S5715686,S5715685,S5708247,S5704502,S5715687,S5713327,S5713303,S5708175
Time Period,2018-03-02:2024-12-20,2018-03-02:2024-12-20,2013-12-20:2024-12-20,2015-02-27:2024-12-20,2017-12-08:2024-12-20,2017-12-08:2024-12-20,2014-06-10:2024-12-10,2014-06-10:2024-12-10,2009-01-10:2024-12-10,2009-01-10:2024-12-10,2014-06-10:2021-03-10,2015-02-27:2024-12-20,2015-02-27:2024-12-20,2012-08-03:2021-12-24
Source,Wind,Wind,China United Steel Network,Wind,China United Steel Network,China United Steel Network,Steelhome,Steelhome,Steelhome,Steelhome,Steelhome,Wind,Wind,Wind
Update,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-14,2024-12-14,2024-12-14,2024-12-14,2021-03-15,2024-12-20,2024-12-20,2023-09-20
2016-10-26,0.00 ,0.00 ,0.00 ,78.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.93 ,78.64 ,0.00 
2016-10-28,0.00 ,0.00 ,83.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,78.29 
2016-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,320.51 ,193.53 ,224.16 ,224.16 ,116.41 ,0.00 ,0.00 ,0.00 
2016-11-02,0.00 ,0.00 ,0.00 ,80.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.27 ,80.38 ,0.00 
2016-11-04,0.00 ,0.00 ,84.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.51 
2016-11-09,0.00 ,0.00 ,0.00 ,79.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.93 ,79.67 ,0.00 
2016-11-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,308.68 ,196.44 ,226.50 ,226.50 ,120.37 ,0.00 ,0.00 ,0.00 
2016-11-11,0.00 ,0.00 ,85.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.33 
2016-11-16,0.00 ,0.00 ,0.00 ,80.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.60 ,80.02 ,0.00 
2016-11-18,0.00 ,0.00 ,85.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.00 
2016-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,316.76 ,195.83 ,226.93 ,226.93 ,121.32 ,0.00 ,0.00 ,0.00 
2016-11-23,0.00 ,0.00 ,0.00 ,77.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.06 ,77.90 ,0.00 
2016-11-25,0.00 ,0.00 ,85.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.54 
2016-11-30,0.00 ,0.00 ,0.00 ,73.59 ,0.00 ,0.00 ,325.46 ,192.73 ,226.47 ,226.47 ,119.05 ,70.85 ,73.59 ,0.00 
2016-12-02,0.00 ,0.00 ,82.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.81 
2016-12-07,0.00 ,0.00 ,0.00 ,72.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.11 ,72.02 ,0.00 
2016-12-09,0.00 ,0.00 ,82.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.57 
2016-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,300.22 ,194.58 ,225.63 ,225.63 ,124.99 ,0.00 ,0.00 ,0.00 
2016-12-14,0.00 ,0.00 ,0.00 ,73.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.57 ,73.47 ,0.00 
2016-12-16,0.00 ,0.00 ,81.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.16 
2016-12-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,302.73 ,185.55 ,217.28 ,217.28 ,119.68 ,0.00 ,0.00 ,0.00 
2016-12-21,0.00 ,0.00 ,0.00 ,72.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.82 ,72.04 ,0.00 
2016-12-23,0.00 ,0.00 ,78.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.26 
2016-12-28,0.00 ,0.00 ,0.00 ,69.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.27 ,69.06 ,0.00 
2016-12-30,0.00 ,0.00 ,80.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.33 
2016-12-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,301.12 ,183.05 ,217.99 ,217.99 ,120.68 ,0.00 ,0.00 ,0.00 
2017-01-04,0.00 ,0.00 ,0.00 ,67.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.80 ,67.10 ,0.00 
2017-01-06,0.00 ,0.00 ,78.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.22 
2017-01-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,298.42 ,189.23 ,224.30 ,224.30 ,120.94 ,0.00 ,0.00 ,0.00 
2017-01-11,0.00 ,0.00 ,0.00 ,62.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.01 ,62.40 ,0.00 
2017-01-13,0.00 ,0.00 ,79.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.40 
2017-01-18,0.00 ,0.00 ,0.00 ,58.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.47 ,58.51 ,0.00 
2017-01-20,0.00 ,0.00 ,81.99 ,0.00 ,0.00 ,0.00 ,297.14 ,186.76 ,218.79 ,218.79 ,119.39 ,0.00 ,0.00 ,73.80 
2017-01-27,0.00 ,0.00 ,83.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,297.49 ,187.43 ,224.01 ,224.01 ,119.22 ,0.00 ,0.00 ,0.00 
2017-02-03,0.00 ,0.00 ,84.85 ,56.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.57 ,56.29 ,74.74 
2017-02-08,0.00 ,0.00 ,0.00 ,58.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.95 ,58.08 ,0.00 
2017-02-10,0.00 ,0.00 ,85.21 ,0.00 ,0.00 ,0.00 ,306.35 ,192.94 ,225.44 ,225.44 ,122.51 ,0.00 ,0.00 ,74.84 
2017-02-15,0.00 ,0.00 ,0.00 ,62.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.96 ,62.20 ,0.00 
2017-02-17,0.00 ,0.00 ,85.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.84 
2017-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,312.64 ,190.27 ,221.74 ,221.74 ,121.88 ,0.00 ,0.00 ,0.00 
2017-02-22,0.00 ,0.00 ,0.00 ,64.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.53 ,64.00 ,0.00 
2017-02-24,0.00 ,0.00 ,86.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.12 
2017-02-28,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,334.15 ,197.26 ,228.72 ,228.72 ,122.60 ,0.00 ,0.00 ,0.00 
2017-03-01,0.00 ,0.00 ,0.00 ,64.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.53 ,64.95 ,0.00 
2017-03-03,0.00 ,0.00 ,85.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.99 
2017-03-08,0.00 ,0.00 ,0.00 ,65.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.76 ,65.95 ,0.00 
2017-03-10,0.00 ,0.00 ,84.35 ,0.00 ,0.00 ,0.00 ,301.28 ,183.70 ,216.89 ,216.89 ,120.15 ,0.00 ,0.00 ,75.57 
2017-03-15,0.00 ,0.00 ,0.00 ,69.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.59 ,69.37 ,0.00 
2017-03-17,0.00 ,0.00 ,83.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.85 
2017-03-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,292.55 ,190.39 ,224.20 ,224.20 ,115.23 ,0.00 ,0.00 ,0.00 
2017-03-22,0.00 ,0.00 ,0.00 ,70.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.60 ,70.57 ,0.00 
2017-03-24,0.00 ,0.00 ,84.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.54 
2017-03-29,0.00 ,0.00 ,0.00 ,72.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.03 ,72.92 ,0.00 
2017-03-31,0.00 ,0.00 ,84.70 ,0.00 ,0.00 ,0.00 ,298.56 ,191.00 ,225.89 ,225.89 ,120.33 ,0.00 ,0.00 ,77.15 
2017-04-05,0.00 ,0.00 ,0.00 ,73.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.26 ,73.43 ,0.00 
2017-04-07,0.00 ,0.00 ,85.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.60 
2017-04-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,298.45 ,200.01 ,234.78 ,234.78 ,120.16 ,0.00 ,0.00 ,0.00 
2017-04-12,0.00 ,0.00 ,0.00 ,75.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.70 ,75.50 ,0.00 
2017-04-14,0.00 ,0.00 ,85.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.64 
2017-04-19,0.00 ,0.00 ,0.00 ,75.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.86 ,75.09 ,0.00 
2017-04-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,302.98 ,199.28 ,231.99 ,231.99 ,117.00 ,0.00 ,0.00 ,0.00 
2017-04-21,0.00 ,0.00 ,85.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.88 
2017-04-26,0.00 ,0.00 ,0.00 ,74.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.17 ,74.79 ,0.00 
2017-04-28,0.00 ,0.00 ,84.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.50 
2017-04-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.98 ,200.91 ,232.86 ,232.86 ,118.23 ,0.00 ,0.00 ,0.00 
2017-05-03,0.00 ,0.00 ,0.00 ,75.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.83 ,75.75 ,0.00 
2017-05-05,0.00 ,0.00 ,85.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.40 
2017-05-10,0.00 ,0.00 ,0.00 ,75.07 ,0.00 ,0.00 ,300.04 ,198.53 ,230.99 ,230.99 ,122.87 ,71.54 ,75.07 ,0.00 
2017-05-12,0.00 ,0.00 ,83.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.85 
2017-05-17,0.00 ,0.00 ,0.00 ,71.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.34 ,71.70 ,0.00 
2017-05-19,0.00 ,0.00 ,84.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.70 
2017-05-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,304.91 ,199.15 ,232.77 ,232.77 ,122.35 ,0.00 ,0.00 ,0.00 
2017-05-24,0.00 ,0.00 ,0.00 ,71.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.55 ,71.07 ,0.00 
2017-05-26,0.00 ,0.00 ,84.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.16 
2017-05-31,0.00 ,0.00 ,0.00 ,74.99 ,0.00 ,0.00 ,311.31 ,194.28 ,226.70 ,226.70 ,117.30 ,74.03 ,74.99 ,0.00 
2017-06-02,0.00 ,0.00 ,85.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.22 
2017-06-07,0.00 ,0.00 ,0.00 ,74.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.74 ,74.99 ,0.00 
2017-06-09,0.00 ,0.00 ,85.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.95 
2017-06-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,313.76 ,202.52 ,235.89 ,235.89 ,122.08 ,0.00 ,0.00 ,0.00 
2017-06-14,0.00 ,0.00 ,0.00 ,77.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.69 ,77.53 ,0.00 
2017-06-16,0.00 ,0.00 ,85.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.37 
2017-06-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,317.65 ,203.65 ,235.28 ,235.28 ,121.08 ,0.00 ,0.00 ,0.00 
2017-06-21,0.00 ,0.00 ,0.00 ,76.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.69 ,76.98 ,0.00 
2017-06-23,0.00 ,0.00 ,85.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.86 
2017-06-28,0.00 ,0.00 ,0.00 ,77.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.69 ,77.74 ,0.00 
2017-06-30,0.00 ,0.00 ,83.95 ,0.00 ,0.00 ,0.00 ,323.07 ,202.80 ,235.80 ,235.80 ,119.90 ,0.00 ,0.00 ,77.05 
2017-07-05,0.00 ,0.00 ,0.00 ,78.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.34 ,78.02 ,0.00 
2017-07-07,0.00 ,0.00 ,84.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.74 
2017-07-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,320.24 ,202.59 ,234.49 ,234.49 ,120.19 ,0.00 ,0.00 ,0.00 
2017-07-12,0.00 ,0.00 ,0.00 ,78.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.14 ,78.02 ,0.00 
2017-07-14,0.00 ,0.00 ,84.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.19 
2017-07-19,0.00 ,0.00 ,0.00 ,78.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.83 ,78.42 ,0.00 
2017-07-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,328.41 ,206.96 ,235.33 ,235.33 ,124.03 ,0.00 ,0.00 ,0.00 
2017-07-21,0.00 ,0.00 ,85.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.95 
2017-07-26,0.00 ,0.00 ,0.00 ,76.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.83 ,76.62 ,0.00 
2017-07-28,0.00 ,0.00 ,86.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.51 
2017-07-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,328.84 ,205.67 ,234.43 ,234.43 ,121.51 ,0.00 ,0.00 ,0.00 
2017-08-02,0.00 ,0.00 ,0.00 ,76.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.43 ,76.39 ,0.00 
2017-08-04,0.00 ,0.00 ,86.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.23 
2017-08-09,0.00 ,0.00 ,0.00 ,76.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.03 ,76.39 ,0.00 
2017-08-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,321.72 ,201.38 ,235.93 ,235.93 ,121.78 ,0.00 ,0.00 ,0.00 
2017-08-11,0.00 ,0.00 ,87.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.47 
2017-08-16,0.00 ,0.00 ,0.00 ,75.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.37 ,75.35 ,0.00 
2017-08-18,0.00 ,0.00 ,87.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.37 
2017-08-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,323.31 ,206.61 ,241.30 ,241.30 ,120.99 ,0.00 ,0.00 ,0.00 
2017-08-23,0.00 ,0.00 ,0.00 ,74.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.77 ,74.77 ,0.00 
2017-08-25,0.00 ,0.00 ,87.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.23 
2017-08-30,0.00 ,0.00 ,0.00 ,74.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.17 ,74.77 ,0.00 
2017-08-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,319.67 ,202.25 ,233.61 ,233.61 ,117.87 ,0.00 ,0.00 ,0.00 
2017-09-01,0.00 ,0.00 ,87.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.40 
2017-09-06,0.00 ,0.00 ,0.00 ,75.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.57 ,75.12 ,0.00 
2017-09-08,0.00 ,0.00 ,87.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.00 
2017-09-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,309.52 ,202.14 ,239.66 ,239.66 ,120.73 ,0.00 ,0.00 ,0.00 
2017-09-13,0.00 ,0.00 ,0.00 ,75.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.86 ,75.73 ,0.00 
2017-09-15,0.00 ,0.00 ,88.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.85 
2017-09-20,0.00 ,0.00 ,0.00 ,77.07 ,0.00 ,0.00 ,310.75 ,201.01 ,237.85 ,237.85 ,120.44 ,74.69 ,77.07 ,0.00 
2017-09-22,0.00 ,0.00 ,88.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.98 
2017-09-27,0.00 ,0.00 ,0.00 ,77.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.69 ,77.74 ,0.00 
2017-09-29,0.00 ,0.00 ,87.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.12 
2017-09-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,315.40 ,182.63 ,240.13 ,240.13 ,118.95 ,0.00 ,0.00 ,0.00 
2017-10-09,0.00 ,0.00 ,0.00 ,76.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.34 ,76.65 ,0.00 
2017-10-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,305.09 ,198.74 ,236.72 ,236.72 ,110.91 ,0.00 ,0.00 ,0.00 
2017-10-11,0.00 ,0.00 ,0.00 ,77.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.77 ,77.02 ,0.00 
2017-10-13,0.00 ,0.00 ,86.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.50 
2017-10-18,0.00 ,0.00 ,0.00 ,75.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.20 ,75.64 ,0.00 
2017-10-20,0.00 ,0.00 ,86.08 ,0.00 ,0.00 ,0.00 ,300.61 ,196.92 ,230.83 ,230.83 ,117.80 ,0.00 ,0.00 ,73.46 
2017-10-25,0.00 ,0.00 ,0.00 ,74.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.32 ,74.34 ,0.00 
2017-10-27,0.00 ,0.00 ,82.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.11 
2017-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,301.74 ,193.09 ,228.04 ,228.04 ,119.33 ,0.00 ,0.00 ,0.00 
2017-11-01,0.00 ,0.00 ,0.00 ,74.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.14 ,74.34 ,0.00 
2017-11-03,0.00 ,0.00 ,82.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.01 
2017-11-08,0.00 ,0.00 ,0.00 ,71.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.05 ,71.67 ,0.00 
2017-11-10,0.00 ,0.00 ,82.20 ,0.00 ,0.00 ,0.00 ,286.55 ,193.05 ,229.00 ,229.00 ,112.38 ,0.00 ,0.00 ,70.19 
2017-11-15,0.00 ,0.00 ,0.00 ,72.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.83 ,72.85 ,0.00 
2017-11-17,0.00 ,0.00 ,61.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.14 
2017-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,283.64 ,189.20 ,225.83 ,225.83 ,111.01 ,0.00 ,0.00 ,0.00 
2017-11-22,0.00 ,0.00 ,0.00 ,71.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.83 ,71.75 ,0.00 
2017-11-24,0.00 ,0.00 ,57.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.53 
2017-11-29,0.00 ,0.00 ,0.00 ,70.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.83 ,70.12 ,0.00 
2017-11-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.59 ,186.86 ,222.91 ,222.91 ,109.37 ,0.00 ,0.00 ,0.00 
2017-12-01,0.00 ,0.00 ,55.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.12 
2017-12-06,0.00 ,0.00 ,0.00 ,69.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.69 ,69.78 ,0.00 
2017-12-08,0.00 ,0.00 ,55.21 ,0.00 ,73.27 ,66.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.04 
2017-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,280.02 ,184.30 ,221.12 ,221.12 ,107.85 ,0.00 ,0.00 ,0.00 
